Region,Main_brand,Category,Age,Gender,Nationality,OSAT,Communication,Ontime,Proposition,Delivery_fees,Restaurant_options,Grocery_options,Ease_usage,Delivery_process,App_sat,time_deliveryboy,Customer_support,Payment_process,Paying_,Product_quality
South,Careemnow,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Male,Nationals,10,8,9,10,9,9,9,8,9,10,10,10,10,10,9
Western,HungerStation,Restaurants,40 – 49 years,Female,Nationals,6,4,4,3,3,4,4,3,2,3,4,3,4,3,4
Western,Careemnow,Restaurants,30 – 39 years,Female,Nationals,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10
Northern,Talabat,Restaurants,30 – 39 years,Female,Nationals,8,9,8,9,10,9,9,8,9,10,9,8,9,9,8
Western,HungerStation,Restaurants,30 – 39 years,Female,Nationals,10,9,10,9,10,10,10,10,9,10,10,10,9,10,9
Northern,MRSOOL,Restaurants,40 – 49 years,Female,Nationals,8,8,7,9,9,9,10,8,7,8,9,8,8,7,8
Western,HungerStation,Restaurants,30 – 39 years,Male,Nationals,10,10,10,10,,10,8,10,8,10,8,10,8,10,8
Northern,Nana,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Male,Nationals,9,7,8,9,9,10,8,8,9,10,10,8,8,9,10
Northern,Carriage,Restaurants,30 – 39 years,Male,Nationals,6,6,8,6,7,9,6,7,6,8,6,8,8,6,9
Northern,Talabat,Restaurants,40 – 49 years,Male,Nationals,10,,10,9,10,,9,10,9,,10,9,,10,9
South,HungerStation,Restaurants,30 – 39 years,Female,Nationals,7,5,10,5,10,9,6,7,6,7,6,8,5,7,6
South,HungerStation,Restaurants,40 – 49 years,Male,Nationals,8,8,8,8,5,8,6,8,8,8,8,9,9,9,9
Northern,MRSOOL,Electronics instant delivery (1 hour),40 – 49 years,Male,Nationals,8,9,7,8,9,8,7,8,9,8,9,9,8,7,9
Western,Carriage,Restaurants,30 – 39 years,Male,Nationals,10,10,10,10,10,9,10,9,10,10,9,10,9,10,10
South,MRSOOL,Pharmacies,30 – 39 years,Female,Nationals,9,10,9,10,9,10,9,10,9,10,9,9,10,9,10
Northern,Carriage,Restaurants,30 – 39 years,Female,Nationals,9,10,7,8,10,9,9,10,8,8,10,9,9,10,8
Northern,ToYou,Personal care: Perfumes/Cosmetics/Beauty,30 – 39 years,Male,Nationals,8,9,8,10,10,9,8,9,10,9,8,9,8,8,10
Northern,HungerStation,Grocery: Supermarkets/Hypermarkets,40 – 49 years,Male,Nationals,7,7,7,7,7,7,7,7,8,8,7,7,7,7,7
South,MRSOOL,Restaurants,30 – 39 years,Female,Nationals,5,3,4,5,3,4,3,4,4,4,4,4,4,4,4
Eastern,HungerStation,Restaurants,40 – 49 years,Female,Nationals,7,3,3,3,3,3,4,5,5,5,4,4,4,4,3
Northern,HungerStation,Restaurants,40 – 49 years,Male,Nationals,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
South,HungerStation,Restaurants,30 – 39 years,Male,Nationals,7,9,8,10,7,8,9,8,9,7,8,9,9,8,10
South,Careemnow,Restaurants,30 – 39 years,Male,Nationals,6,8,7,10,9,8,9,10,8,10,7,8,10,9,8
Northern,Carriage,Restaurants,30 – 39 years,Female,Nationals,9,9,8,8,10,9,10,10,8,9,9,8,10,10,9
Northern,HungerStation,Restaurants,30 – 39 years,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,MRSOOL,Restaurants,30 – 39 years,Male,Nationals,7,10,7,9,10,10,9,6,8,5,5,8,7,9,9
Western,MRSOOL,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Female,Nationals,10,10,10,10,9,10,9,9,10,9,9,10,10,10,9
Western,HungerStation,Restaurants,30 – 39 years,Male,Nationals,5,9,8,6,6,6,6,6,6,4,4,4,4,4,4
Northern,Talabat,Restaurants,40 – 49 years,Male,Nationals,9,9,,10,9,,10,9,10,9,10,9,,9,8
Northern,Talabat,Restaurants,30 – 39 years,Female,Nationals,8,9,8,9,9,8,10,9,8,8,9,9,10,8,9
South,HungerStation,Personal care: Perfumes/Cosmetics/Beauty,30 – 39 years,Female,Nationals,8,9,7,9,8,7,6,9,7,9,8,7,8,9,8
Northern,Carriage,Restaurants,30 – 39 years,Female,Nationals,9,9,8,10,10,7,9,8,10,9,9,10,7,8,9
South,Careemnow,Restaurants,30 – 39 years,Male,Nationals,6,9,6,8,9,10,7,8,9,7,9,8,10,7,8
Northern,HungerStation,Restaurants,40 – 49 years,Male,Nationals,7,9,10,,10,9,10,,9,10,8,,9,10,8
South,HungerStation,Restaurants,30 – 39 years,Male,Nationals,9,7,9,,10,5,8,6,8,9,10,8,7,7,8
Northern,HungerStation,Grocery: Supermarkets/Hypermarkets,40 – 49 years,Male,Nationals,8,8,10,9,,10,10,8,9,10,8,,9,10,8
Western,HungerStation,Restaurants,30 – 39 years,Male,Nationals,10,10,10,8,7,10,8,9,10,10,8,9,9,8,10
Northern,Talabat,Restaurants,30 – 39 years,Female,Nationals,8,9,8,8,9,10,9,8,8,9,9,10,8,9,10
South,HungerStation,Restaurants,30 – 39 years,Male,Nationals,8,7,8,5,6,7,9,8,10,10,9,8,6,8,7
Western,Talabat,Personal care: Perfumes/Cosmetics/Beauty,30 – 39 years,Female,Nationals,8,10,8,9,7,10,9,10,10,9,9,10,10,9,10
South,MRSOOL,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Female,Nationals,9,9,7,8,7,8,9,7,8,9,8,9,7,8,9
Northern,HungerStation,Restaurants,40 – 49 years,Male,Nationals,8,9,10,8,,9,10,8,10,9,,8,10,9,
South,MRSOOL,Pharmacies,30 – 39 years,Female,Nationals,9,9,7,9,8,7,8,9,7,8,9,8,7,8,8
Western,MRSOOL,Electronics instant delivery (1 hour),30 – 39 years,Male,Nationals,8,8,7,7,7,9,8,7,6,8,9,7,8,9,7
South,Careemnow,Restaurants,30 – 39 years,Male,Nationals,7,9,7,6,8,9,5,7,6,7,8,8,9,10,7
Northern,Careemnow,Restaurants,30 – 39 years,Female,Nationals,8,9,8,9,9,8,8,10,9,8,10,10,7,9,9
South,HungerStation,Restaurants,30 – 39 years,Male,Nationals,7,10,9,7,8,9,9,8,10,7,9,8,9,8,10
South,HungerStation,Restaurants,30 – 39 years,Male,Nationals,7,7,8,8,9,7,9,8,9,10,8,7,9,8,8
South,MRSOOL,Restaurants,30 – 39 years,Female,Nationals,8,9,9,5,7,6,10,6,8,8,7,8,9,10,8
Northern,HungerStation,Restaurants,40 – 49 years,Male,Nationals,9,9,7,10,9,,8,10,9,,7,9,8,10,9
South,MRSOOL,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Female,Nationals,9,9,7,6,7,8,5,7,8,7,9,9,7,9,8
Northern,Careemnow,Restaurants,30 – 39 years,Female,Nationals,9,8,9,9,10,9,9,8,10,9,8,9,8,9,8
Northern,HungerStation,Grocery: Supermarkets/Hypermarkets,40 – 49 years,Male,Nationals,9,9,10,9,,10,9,10,,10,9,,10,9,
Northern,MRSOOL,Restaurants,30 – 39 years,Female,Nationals,8,9,10,8,8,8,9,8,8,8,9,8,9,7,8
South,HungerStation,Restaurants,30 – 39 years,Male,Nationals,8,7,8,9,8,9,10,9,8,9,9,7,8,8,9
South,Jahez,Grocery: Supermarkets/Hypermarkets,40 – 49 years,Female,Nationals,9,9,8,10,10,9,9,10,10,8,9,9,10,9,8
Western,MRSOOL,Grocery: Supermarkets/Hypermarkets,40 – 49 years,Female,Nationals,9,9,8,9,10,9,9,10,9,8,9,8,9,9,9
Eastern,ToYou,Restaurants,30 – 39 years,Female,Nationals,8,9,8,8,9,8,8,9,9,7,6,6,7,8,10
South,Nana,Grocery: Supermarkets/Hypermarkets,40 – 49 years,Female,Nationals,9,9,9,10,10,8,8,9,9,10,8,8,9,9,8
Western,Wassel,Pharmacies,40 – 49 years,Male,Nationals,9,7,8,5,,8,9,6,3,4,1,10,,10,10
South,MRSOOL,Personal care: Perfumes/Cosmetics/Beauty,30 – 39 years,Female,Nationals,9,8,7,8,9,8,6,7,9,8,9,8,6,7,8
Western,HungerStation,Restaurants,30 – 39 years,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
South,HungerStation,Grocery: Supermarkets/Hypermarkets,40 – 49 years,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Northern,MRSOOL,Restaurants,30 – 39 years,Female,Nationals,10,10,10,8,7,8,8,10,9,10,9,9,10,8,7
Western,HungerStation,Restaurants,40 – 49 years,Male,Nationals,8,10,10,10,9,8,7,8,10,10,9,9,10,9,9
South,MRSOOL,Personal care: Perfumes/Cosmetics/Beauty,30 – 39 years,Female,Nationals,9,8,6,8,7,9,7,8,8,7,9,9,7,8,7
Western,HungerStation,Personal care: Perfumes/Cosmetics/Beauty,30 – 39 years,Male,Nationals,9,8,9,8,8,8,8,9,8,9,8,10,8,8,9
South,HungerStation,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Female,Nationals,8,9,6,7,8,9,7,7,8,9,7,8,9,8,6
South,MRSOOL,Restaurants,40 – 49 years,Female,Nationals,9,10,9,10,9,9,10,9,9,10,10,9,10,10,10
Western,HungerStation,Restaurants,30 – 39 years,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Northern,Talabat,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Female,Nationals,8,8,6,8,7,9,5,7,4,9,8,4,6,8,7
Northern,HungerStation,Restaurants,30 – 39 years,Female,Nationals,10,10,10,10,10,10,10,10,9,9,9,8,8,8,8
South,HungerStation,Electronics instant delivery (1 hour),30 – 39 years,Female,Nationals,9,9,7,8,9,7,6,8,9,8,7,7,8,8,9
South,Talabat,Personal care: Perfumes/Cosmetics/Beauty,30 – 39 years,Female,Nationals,3,6,6,9,4,5,8,9,10,10,5,7,8,9,6
Northern,MRSOOL,Restaurants,40 – 49 years,Male,Nationals,10,8,8,8,7,8,9,8,7,9,7,8,6,7,6
South,HungerStation,Restaurants,30 – 39 years,Female,Nationals,8,6,8,9,9,8,10,10,10,10,10,10,10,10,10
South,MRSOOL,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Female,Nationals,7,9,7,8,8,9,8,9,8,6,8,10,8,6,8
Western,HungerStation,Restaurants,30 – 39 years,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Northern,MRSOOL,Electronics instant delivery (1 hour),30 – 39 years,Female,Nationals,8,9,6,8,10,8,7,4,9,6,10,9,7,8,9
South,HungerStation,Restaurants,30 – 39 years,Male,Nationals,9,9,9,9,9,9,8,8,8,9,9,9,9,9,9
South,Careemnow,Restaurants,30 – 39 years,Male,Nationals,6,8,7,9,10,9,8,9,10,10,8,9,10,8,9
Central,Wassel,Restaurants,30 – 39 years,Male,Nationals,9,10,9,10,9,10,9,10,10,9,10,9,10,9,10
South,HungerStation,Restaurants,30 – 39 years,Male,Nationals,7,6,8,7,9,8,6,7,8,9,8,7,8,7,7
South,Careemnow,Restaurants,30 – 39 years,Male,Nationals,9,8,6,7,8,10,9,8,9,6,8,9,10,10,9
South,Carriage,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Female,Nationals,9,9,8,7,8,9,8,9,10,9,8,7,8,9,8
Northern,MRSOOL,Others please specify,30 – 39 years,Male,Nationals,8,8,8,6,6,7,8,8,8,8,8,8,8,8,8
South,Carriage,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Female,Nationals,9,8,9,8,5,6,7,8,6,7,8,8,6,10,8
Western,MRSOOL,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
South,Careemnow,Restaurants,30 – 39 years,Male,Nationals,8,9,8,10,10,9,8,9,10,7,8,9,10,8,6
Northern,HungerStation,Restaurants,30 – 39 years,Male,Nationals,9,5,5,5,5,5,5,5,4,5,5,5,5,5,4
South,HungerStation,Restaurants,30 – 39 years,Male,Nationals,6,7,6,8,9,10,10,9,8,7,9,10,,9,8
Northern,HungerStation,Restaurants,40 – 49 years,Male,Nationals,8,8,8,8,1,8,9,8,9,8,8,9,8,8,9
Northern,Careemnow,Restaurants,30 – 39 years,Female,Nationals,9,10,9,9,10,9,9,10,9,9,9,9,10,9,9
Northern,HungerStation,Restaurants,30 – 39 years,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,Talabat,Grocery: Supermarkets/Hypermarkets,40 – 49 years,Female,Nationals,8,8,7,6,9,8,6,9,8,6,8,9,6,7,8
Central,MRSOOL,Restaurants,30 – 39 years,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Northern,MRSOOL,Restaurants,30 – 39 years,Male,Nationals,8,9,9,10,9,9,10,9,9,9,9,9,8,8,9
Central,MRSOOL,Restaurants,30 – 39 years,Female,Nationals,9,10,8,6,10,,9,7,8,,7,,7,10,10
Western,MRSOOL,Restaurants,30 – 39 years,Female,Expat Asians,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Eastern,HungerStation,Restaurants,30 – 39 years,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
South,Nana,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Male,Nationals,9,9,10,8,9,9,10,8,9,9,10,8,9,9,10
Western,HungerStation,Restaurants,30 – 39 years,Male,Nationals,8,10,9,8,8,10,10,10,10,10,10,10,9,10,10
Eastern,Talabat,Restaurants,30 – 39 years,Male,Nationals,8,9,8,9,8,7,9,9,10,10,9,9,8,9,10
Eastern,MRSOOL,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Male,Nationals,8,8,9,8,9,8,9,8,9,8,9,8,9,8,9
Northern,HungerStation,Restaurants,15 – 29 years,Male,Nationals,8,8,6,6,2,9,7,8,5,8,6,3,6,5,9
Central,MRSOOL,Restaurants,40 – 49 years,Female,Nationals,8,5,5,4,2,7,6,4,5,5,4,6,10,9,4
Northern,HungerStation,Restaurants,40 – 49 years,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
South,Talabat,Grocery: Supermarkets/Hypermarkets,40 – 49 years,Female,Nationals,8,10,9,8,10,9,8,9,9,8,7,8,8,7,8
Northern,Carriage,Restaurants,30 – 39 years,Female,Nationals,8,9,8,8,9,8,8,9,10,9,8,8,8,10,9
Northern,HungerStation,Restaurants,30 – 39 years,Female,Nationals,8,9,8,9,9,9,9,8,8,10,10,10,10,10,10
Western,HungerStation,Restaurants,15 – 29 years,Male,Nationals,10,10,10,8,8,10,9,9,9,10,10,10,10,10,10
Western,HungerStation,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Male,Nationals,6,7,8,9,8,9,9,10,8,9,8,9,8,7,9
Central,Talabat,Restaurants,40 – 49 years,Male,Nationals,8,7,9,7,10,5,8,9,6,10,10,8,6,9,9
Eastern,MRSOOL,Grocery: Supermarkets/Hypermarkets,40 – 49 years,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,Careemnow,Restaurants,30 – 39 years,Male,Expat Asians,8,8,8,8,8,8,8,8,8,9,9,8,8,8,8
Eastern,MRSOOL,On demand service (moving a small package from one location to another location within the city),30 – 39 years,Male,Nationals,9,9,9,10,9,9,8,9,8,8,9,8,9,8,8
Central,MRSOOL,Restaurants,30 – 39 years,Female,Nationals,10,10,10,9,8,10,9,10,9,10,10,10,10,10,9
South,HungerStation,Restaurants,30 – 39 years,Female,Nationals,10,10,10,9,9,10,9,10,9,10,10,10,9,10,9
Eastern,HungerStation,Restaurants,15 – 29 years,Male,Nationals,9,10,9,9,9,9,8,9,8,9,8,10,8,9,7
Eastern,HungerStation,Restaurants,15 – 29 years,Female,Nationals,9,10,10,9,9,10,10,10,10,10,10,10,10,10,10
Northern,MRSOOL,Electronics instant delivery (1 hour),30 – 39 years,Female,Nationals,8,9,10,9,,9,9,10,10,9,10,9,10,10,10
Northern,ToYou,Restaurants,15 – 29 years,Female,Nationals,10,9,10,8,9,9,10,8,9,8,10,10,9,9,10
Northern,HungerStation,Restaurants,30 – 39 years,Male,Expat Asians,8,7,8,8,9,8,7,9,10,9,9,8,10,7,8
Northern,MRSOOL,Personal care: Perfumes/Cosmetics/Beauty,40 – 49 years,Male,Nationals,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Central,HungerStation,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Male,Nationals,8,9,7,,,10,8,10,9,10,,10,9,10,
Eastern,Talabat,Restaurants,40 – 49 years,Female,Nationals,10,10,10,10,9,10,10,10,9,10,10,10,10,10,10
Northern,Careemnow,Restaurants,30 – 39 years,Female,Nationals,8,8,9,9,8,10,9,8,8,10,9,9,10,10,8
Eastern,MRSOOL,Restaurants,15 – 29 years,Male,Nationals,8,7,8,8,9,9,7,8,8,9,8,8,9,9,7
Central,MRSOOL,Personal care: Perfumes/Cosmetics/Beauty,30 – 39 years,Male,Nationals,9,9,7,10,9,7,8,9,,9,10,,10,9,10
Eastern,HungerStation,Grocery: Supermarkets/Hypermarkets,40 – 49 years,Female,Nationals,8,8,9,6,8,8,10,7,9,5,7,6,9,7,8
Northern,Carriage,Restaurants,30 – 39 years,Female,Nationals,8,8,10,10,9,8,9,10,9,8,7,8,9,8,8
Western,HungerStation,Personal care: Perfumes/Cosmetics/Beauty,30 – 39 years,Male,Nationals,6,8,9,10,9,9,9,10,6,6,8,9,9,10,10
Eastern,Careemnow,Restaurants,40 – 49 years,Female,Nationals,10,9,9,10,8,10,10,7,9,8,10,10,9,8,10
Eastern,MRSOOL,Electronics instant delivery (1 hour),30 – 39 years,Male,Nationals,7,8,8,7,8,7,8,7,9,8,10,10,8,10,8
South,HungerStation,Restaurants,30 – 39 years,Female,Nationals,10,10,10,10,9,10,10,10,9,10,9,10,9,10,9
Eastern,Talabat,Restaurants,40 – 49 years,Female,Nationals,10,9,8,10,9,10,8,9,7,10,10,9,10,8,9
Western,HungerStation,Restaurants,30 – 39 years,Male,Expat Asians,9,9,9,10,10,9,10,10,,10,10,10,9,10,9
Western,MRSOOL,Restaurants,15 – 29 years,Female,Nationals,10,9,8,9,8,8,8,9,7,8,8,7,8,7,8
Eastern,HungerStation,Grocery: Supermarkets/Hypermarkets,40 – 49 years,Female,Nationals,7,6,9,6,8,8,10,7,9,5,7,9,7,7,9
Eastern,Carriage,Restaurants,40 – 49 years,Female,Nationals,9,9,8,10,9,9,10,7,9,8,10,10,9,8,10
South,HungerStation,Restaurants,40 – 49 years,Male,Nationals,9,9,8,8,9,9,9,9,10,9,9,9,9,9,10
Western,HungerStation,Personal care: Perfumes/Cosmetics/Beauty,30 – 39 years,Male,Nationals,9,10,9,8,8,9,8,10,8,8,10,8,9,10,8
Central,MRSOOL,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Male,Nationals,8,8,10,9,7,8,9,7,8,9,8,6,8,7,8
Western,HungerStation,Restaurants,40 – 49 years,Male,Expat Arabs,8,8,8,9,8,8,5,8,7,9,8,7,8,,7
Central,HungerStation,Restaurants,30 – 39 years,Male,Nationals,10,10,10,10,5,10,10,10,10,10,7,10,10,10,10
Central,MRSOOL,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Female,Nationals,10,10,10,10,8,8,9,10,9,10,10,10,10,10,9
Central,HungerStation,Restaurants,30 – 39 years,Male,Expat Arabs,10,10,10,10,9,8,7,10,10,10,10,10,10,10,10
Central,MRSOOL,Grocery: Supermarkets/Hypermarkets,40 – 49 years,Female,Nationals,10,10,10,9,9,9,9,9,10,9,9,9,9,9,9
Western,HungerStation,Restaurants,40 – 49 years,Male,Nationals,10,10,10,9,10,10,10,9,10,9,10,9,10,9,10
Northern,Nana,Grocery: Supermarkets/Hypermarkets,40 – 49 years,Male,Nationals,10,9,9,9,7,7,8,9,8,7,8,8,8,8,8
Central,HungerStation,Restaurants,30 – 39 years,Male,Nationals,10,10,10,9,9,8,10,8,10,8,9,10,8,9,10
South,HungerStation,Electronics instant delivery (1 hour),30 – 39 years,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,HungerStation,Restaurants,30 – 39 years,Male,Expat Arabs,10,10,10,9,8,9,8,9,8,7,9,10,9,7,9
Western,MRSOOL,Restaurants,30 – 39 years,Male,Nationals,8,8,10,7,9,10,8,7,9,10,10,6,5,9,8
Eastern,MRSOOL,Restaurants,30 – 39 years,Male,Expat Arabs,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,Talabat,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Male,Nationals,9,8,8,8,9,9,10,9,10,9,8,9,10,10,9
Central,HungerStation,Restaurants,30 – 39 years,Male,Nationals,7,8,8,8,7,8,5,7,8,8,8,7,7,6,7
Western,HungerStation,Restaurants,30 – 39 years,Female,Nationals,8,8,8,8,9,8,8,8,8,9,9,9,8,8,8
Western,Careemnow,Restaurants,30 – 39 years,Male,Expat Arabs,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Central,HungerStation,Restaurants,40 – 49 years,Male,Expat Arabs,10,10,10,8,5,10,9,10,10,10,9,10,10,10,10
Eastern,HungerStation,Restaurants,30 – 39 years,Female,Nationals,9,10,10,9,9,9,9,10,9,9,9,9,10,9,9
Northern,HungerStation,Restaurants,15 – 29 years,Male,Nationals,8,8,8,7,8,7,6,9,8,8,7,8,7,6,8
South,HungerStation,Restaurants,40 – 49 years,Male,Nationals,8,8,9,9,9,9,10,10,10,10,10,9,10,10,10
Central,MRSOOL,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10
Eastern,Carriage,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Male,Nationals,2,10,10,9,9,9,9,9,9,9,9,10,9,9,9
Central,Careemnow,Pharmacies,30 – 39 years,Male,Expat Arabs,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,HungerStation,Restaurants,30 – 39 years,Male,Expat Arabs,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Central,Talabat,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Male,Nationals,8,8,10,7,9,8,6,9,10,8,7,8,9,10,8
Central,Talabat,Pharmacies,30 – 39 years,Male,Nationals,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,HungerStation,Restaurants,15 – 29 years,Female,Nationals,9,9,8,9,8,9,9,9,9,10,9,8,9,9,8
Western,MRSOOL,Grocery: Supermarkets/Hypermarkets,15 – 29 years,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,HungerStation,Restaurants,30 – 39 years,Female,Nationals,10,10,9,5,5,5,5,4,5,4,5,5,5,5,5
Central,Careemnow,Restaurants,40 – 49 years,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,HungerStation,Restaurants,30 – 39 years,Male,Expat Arabs,9,7,7,8,8,7,7,7,6,8,7,6,8,7,7
South,MRSOOL,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Female,Nationals,9,10,9,10,9,10,9,10,9,10,10,9,9,9,10
Western,MRSOOL,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Female,Nationals,10,10,10,10,9,9,10,10,9,9,9,10,9,9,10
Northern,Talabat,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Female,Nationals,8,8,9,7,7,6,7,8,8,8,7,8,9,8,9
Central,HungerStation,Restaurants,40 – 49 years,Male,Expat Asians,8,9,9,9,9,9,10,9,9,10,9,9,9,9,9
Northern,Talabat,Restaurants,40 – 49 years,Female,Nationals,10,10,8,8,10,9,9,10,10,10,9,9,8,10,10
Northern,MRSOOL,Grocery: Supermarkets/Hypermarkets,40 – 49 years,Female,Nationals,10,10,9,10,10,10,9,10,10,10,9,10,10,10,9
Northern,Talabat,Restaurants,30 – 39 years,Female,Nationals,8,9,8,9,9,8,7,10,9,9,8,8,9,9,10
Northern,MRSOOL,Grocery: Supermarkets/Hypermarkets,40 – 49 years,Female,Nationals,9,10,9,10,9,10,10,10,10,9,9,9,9,9,10
Western,Careemnow,Grocery: Supermarkets/Hypermarkets,40 – 49 years,Female,Nationals,9,9,7,8,10,10,9,9,9,9,10,9,8,10,9
South,MRSOOL,Restaurants,40 – 49 years,Female,Nationals,10,9,8,10,9,8,10,9,8,9,8,10,9,8,9
South,MRSOOL,Restaurants,30 – 39 years,Male,Nationals,9,9,8,9,8,9,8,9,8,9,8,9,8,9,8
Western,MRSOOL,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Male,Expat Arabs,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Northern,MRSOOL,Grocery: Supermarkets/Hypermarkets,40 – 49 years,Female,Nationals,9,10,9,10,10,9,9,9,9,9,9,9,10,10,10
South,MRSOOL,Restaurants,30 – 39 years,Male,Nationals,8,9,7,8,9,7,8,9,8,8,8,9,7,6,8
Northern,HungerStation,Restaurants,40 – 49 years,Male,Nationals,9,9,8,8,9,8,9,8,7,8,9,8,8,8,8
South,HungerStation,Restaurants,40 – 49 years,Male,Nationals,9,10,9,8,9,9,7,7,8,8,9,8,8,8,9
Northern,Careemnow,Restaurants,40 – 49 years,Female,Nationals,10,10,10,10,9,9,9,10,9,9,10,9,9,10,9
Northern,Talabat,Restaurants,40 – 49 years,Female,Nationals,10,10,9,9,10,10,9,10,9,10,9,9,9,10,9
Northern,HungerStation,Restaurants,40 – 49 years,Female,Nationals,9,9,9,10,9,10,10,10,9,10,9,9,10,9,10
Northern,Nana,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Male,Nationals,9,9,8,7,9,9,8,7,7,8,9,7,8,7,10
Central,MRSOOL,Restaurants,30 – 39 years,Female,Nationals,10,10,10,8,9,10,10,10,10,10,10,10,10,10,9
Northern,MRSOOL,Pharmacies,40 – 49 years,Female,Nationals,8,8,9,8,8,7,8,8,8,9,7,8,7,7,8
Northern,MRSOOL,Restaurants,40 – 49 years,Female,Nationals,9,10,9,10,9,10,10,9,9,10,9,10,9,10,9
Northern,MRSOOL,Grocery: Supermarkets/Hypermarkets,40 – 49 years,Female,Nationals,10,9,10,9,9,9,10,10,10,10,10,10,9,9,9
South,MRSOOL,Restaurants,30 – 39 years,Female,Nationals,9,8,8,8,6,9,9,7,7,9,7,8,9,8,7
Northern,MRSOOL,Restaurants,40 – 49 years,Female,Nationals,9,10,9,10,9,10,9,9,9,9,10,9,10,10,9
Northern,HungerStation,Restaurants,40 – 49 years,Female,Nationals,6,8,9,10,10,10,10,10,10,10,8,10,10,9,9
Northern,Nana,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Male,Nationals,8,9,8,9,8,9,8,10,10,9,8,10,9,10,8
Western,Careemnow,Restaurants,30 – 39 years,Female,Nationals,7,7,6,6,7,4,4,7,8,7,6,7,8,8,6
Northern,MRSOOL,Restaurants,40 – 49 years,Female,Nationals,8,7,7,6,7,8,7,8,7,8,7,6,7,8,8
South,HungerStation,Restaurants,30 – 39 years,Female,Nationals,9,1,2,5,5,2,5,3,8,8,6,3,6,3,1
South,MRSOOL,Grocery: Supermarkets/Hypermarkets,40 – 49 years,Female,Nationals,9,9,10,9,10,8,9,10,8,9,10,9,8,9,9
Western,HungerStation,Restaurants,15 – 29 years,Male,Nationals,9,8,9,10,7,8,5,10,9,10,7,10,7,6,9
South,MRSOOL,Restaurants,30 – 39 years,Female,Nationals,9,9,9,8,9,7,8,9,7,8,7,9,8,9,7
South,MRSOOL,Grocery: Supermarkets/Hypermarkets,40 – 49 years,Female,Nationals,10,10,10,10,9,9,9,9,10,10,10,9,10,9,9
South,Careemnow,Restaurants,40 – 49 years,Female,Nationals,9,9,10,9,10,9,10,9,9,10,10,10,9,9,9
